rider_number,rider_name,team,manufacturer,front_tyre,rear_tyre,lap,lap_time,lap_s,t1_s,t2_s,t3_s,t4_s,speed
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,1,1'31.525,,19.498,25.838,22.193,23.996,334.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,2,1'30.703,,18.485,25.756,22.473,23.989,336.4
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,3,1'30.656,,18.545,25.894,22.263,23.954,336.4
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,4,1'30.684,,18.469,26.089,22.164,23.962,335.4
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,5,1'30.487,,18.387,25.834,22.184,24.082,336.4
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,6,1'30.597,,18.442,25.951,22.183,24.021,336.4
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,7,1'31.083,,18.607,26.134,22.159,24.183,332.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,8,1'30.744,,18.511,25.978,22.173,24.082,332.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,9,1'30.539,,18.507,25.871,22.162,23.999,332.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,10,1'30.768,,18.513,25.961,22.165,24.129,332.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,11,1'31.115,,18.534,26.007,22.418,24.156,332.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,12,1'31.003,,18.502,25.949,22.229,24.323,333.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,13,1'30.982,,18.475,26.034,22.27,24.203,335.4
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,14,1'31.197,,18.557,26.137,22.259,24.244,333.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,15,1'31.165,,18.495,26.153,22.253,24.264,333.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,16,1'31.176,,18.524,25.984,22.349,24.319,334.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,17,1'31.193,,18.499,26.117,22.32,24.257,333.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,18,1'31.352,,18.583,26.082,22.292,24.395,331.2
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,19,1'31.344,,18.6,26.06,22.346,24.338,335.4
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,20,1'31.741,,18.658,26.224,22.425,24.434,334.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,21,1'31.773,,18.719,26.198,22.472,24.384,334.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,22,1'32.035,,18.755,26.191,22.553,24.536,333.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,23,1'32.150,,18.752,26.309,22.635,24.454,333.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,24,1'32.592,,18.938,26.564,22.556,24.534,329.2
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,25,1'33.435,,19.062,26.812,22.68,24.881,322.3
72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,26,1'34.231,,19.512,26.986,22.681,25.052,312.1
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,1,1'33.400,,20.226,26.586,22.463,24.125,311.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,2,1'31.235,,18.712,26.12,22.356,24.047,336.4
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,3,1'30.923,,18.586,26.094,22.214,24.029,329.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,4,1'30.893,,18.556,25.995,22.236,24.106,333.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,5,1'30.657,,18.581,25.953,22.2,23.923,334.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,6,1'30.914,,18.568,26.15,22.15,24.046,334.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,7,1'31.016,,18.523,26.078,22.256,24.159,334.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,8,1'30.986,,18.557,26.043,22.229,24.157,334.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,9,1'31.204,,18.653,26.176,22.216,24.159,331.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,10,1'31.622,,18.748,26.35,22.261,24.263,333.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,11,1'30.982,,18.604,26.051,22.273,24.054,330.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,12,1'31.108,,18.578,26.061,22.207,24.262,329.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,13,1'31.012,,18.582,26.062,22.239,24.129,330.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,14,1'31.041,,18.603,26.06,22.225,24.153,331.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,15,1'31.080,,18.586,26.083,22.246,24.165,330.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,16,1'31.302,,18.582,26.215,22.318,24.187,330.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,17,1'31.539,,18.733,26.238,22.344,24.224,328.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,18,1'31.256,,18.627,26.139,22.202,24.288,330.2
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,19,1'31.228,,18.576,26.111,22.375,24.166,332.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,20,1'31.633,,18.789,26.169,22.408,24.267,332.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,21,1'32.121,,18.741,26.541,22.45,24.389,332.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,22,1'32.415,,18.735,26.648,22.493,24.539,332.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,23,1'32.136,,18.765,26.419,22.574,24.378,333.3
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,24,1'32.956,,19.099,26.576,22.676,24.605,319.5
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,25,1'33.431,,19.228,26.813,22.746,24.644,314.8
37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,26,1'33.723,,19.319,27.196,22.729,24.479,305
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,1,1'32.262,,19.888,26.196,22.23,23.948,331.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,2,1'30.970,,18.611,26.11,22.221,24.028,333.3
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,3,1'30.627,,18.58,25.987,22.1,23.96,333.3
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,4,1'30.788,,18.61,26.05,22.097,24.031,334.3
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,5,1'30.689,,18.549,25.992,22.076,24.072,332.3
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,6,1'30.647,,18.457,25.963,22.123,24.104,334.3
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,7,1'30.914,,18.604,26.092,22.098,24.12,329.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,8,1'30.807,,18.538,26.104,22.103,24.062,335.4
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,9,1'30.933,,18.589,26.121,22.116,24.107,329.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,10,1'31.007,,18.583,26.052,22.193,24.179,329.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,11,1'31.078,,18.565,26.13,22.247,24.136,331.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,12,1'31.023,,18.509,26.115,22.174,24.225,331.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,13,1'31.336,,18.575,26.234,22.235,24.292,332.3
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,14,1'31.422,,18.615,26.295,22.251,24.261,330.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,15,1'31.607,,18.644,26.375,22.236,24.352,329.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,16,1'31.381,,18.554,26.249,22.192,24.386,332.3
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,17,1'31.495,,18.598,26.311,22.242,24.344,330.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,18,1'31.557,,18.629,26.309,22.239,24.38,330.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,19,1'31.826,,18.609,26.436,22.367,24.414,331.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,20,1'32.248,,18.779,26.465,22.534,24.47,326.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,21,1'32.314,,18.817,26.521,22.492,24.484,327.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,22,1'32.449,,18.89,26.596,22.485,24.478,328.2
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,23,1'33.184,,18.865,27.105,22.624,24.59,325.3
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,24,1'33.517,,19.098,27.121,22.653,24.645,321.4
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,25,1'34.178,,19.379,27.388,22.653,24.758,315.7
25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,26,1'35.270,,19.814,27.425,22.852,25.179,301.6
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,1,1'32.900,,19.934,26.358,22.471,24.137,320.4
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,2,1'31.455,,18.733,26.06,22.468,24.194,325.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,3,1'30.933,,18.513,26.035,22.306,24.079,332.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,4,1'30.713,,18.352,26.089,22.246,24.026,338.5
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,5,1'30.890,,18.575,26.032,22.243,24.04,334.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,6,1'30.884,,18.562,26.097,22.18,24.045,335.4
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,7,1'31.148,,18.574,26.147,22.278,24.149,333.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,8,1'31.069,,18.554,26.056,22.243,24.216,334.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,9,1'31.253,,18.64,26.108,22.236,24.269,335.4
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,10,1'32.057,,18.683,26.582,22.4,24.392,334.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,11,1'31.414,,18.502,26.182,22.517,24.213,325.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,12,1'31.565,,18.494,26.155,22.391,24.525,326.2
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,13,1'31.414,,18.566,26.278,22.308,24.262,337.5
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,14,1'31.299,,18.547,26.167,22.372,24.213,336.4
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,15,1'31.190,,18.516,26.184,22.307,24.183,337.5
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,16,1'31.480,,18.515,26.251,22.401,24.313,335.4
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,17,1'31.436,,18.56,26.267,22.338,24.271,335.4
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,18,1'31.824,,18.646,26.402,22.386,24.39,335.4
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,19,1'32.118,,18.667,26.33,22.655,24.466,335.4
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,20,1'32.310,,18.727,26.46,22.557,24.566,332.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,21,1'32.266,,18.769,26.434,22.654,24.409,333.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,22,1'32.607,,18.88,26.468,22.711,24.548,331.2
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,23,1'32.680,,18.876,26.514,22.74,24.55,331.2
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,24,1'32.726,,18.854,26.57,22.718,24.584,330.2
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,25,1'34.156,,19.274,27.054,22.943,24.885,324.3
89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,26,1'34.665,,19.333,27.112,22.831,25.389,322.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,1,1'34.422,,20.747,26.721,22.653,24.301,308.5
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,2,1'31.856,,18.537,26.307,22.608,24.404,321.4
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,3,1'31.236,,18.53,26.271,22.281,24.154,324.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,4,1'31.129,,18.489,26.135,22.28,24.225,331.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,5,1'31.367,,18.455,26.164,22.497,24.251,332.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,6,1'31.295,,18.523,26.3,22.362,24.11,328.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,7,1'31.415,,18.549,26.23,22.385,24.251,328.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,8,1'31.468,,18.535,26.284,22.372,24.277,335.4
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,9,1'31.366,,18.668,26.234,22.263,24.201,328.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,10,1'31.150,,18.581,26.065,22.272,24.232,334.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,11,1'31.575,,18.696,26.125,22.442,24.312,333.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,12,1'31.435,,18.453,26.244,22.42,24.318,332.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,13,1'31.678,,18.559,26.283,22.498,24.338,330.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,14,1'31.731,,18.561,26.413,22.468,24.289,336.4
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,15,1'31.490,,18.53,26.26,22.386,24.314,334.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,16,1'31.647,,18.464,26.367,22.475,24.341,327.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,17,1'31.638,,18.579,26.228,22.407,24.424,328.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,18,1'31.966,,18.566,26.331,22.54,24.529,332.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,19,1'32.015,,18.549,26.384,22.606,24.476,331.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,20,1'32.419,,18.651,26.496,22.647,24.625,328.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,21,1'32.232,,18.645,26.614,22.554,24.419,331.2
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,22,1'32.099,,18.732,26.382,22.535,24.45,333.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,23,1'32.488,,18.709,26.585,22.646,24.548,332.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,24,1'32.450,,18.744,26.668,22.591,24.447,332.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,25,1'32.417,,18.734,26.48,22.618,24.585,334.3
79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,26,1'32.697,,18.829,26.592,22.547,24.729,333.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,1,1'33.113,,20.144,26.31,22.513,24.146,320.4
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,2,1'31.329,,18.72,26.116,22.495,23.998,322.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,3,1'31.200,,18.634,26.106,22.231,24.229,328.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,4,1'31.109,,18.605,26.109,22.213,24.182,329.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,5,1'31.016,,18.61,26.117,22.201,24.088,325.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,6,1'31.065,,18.614,26.066,22.225,24.16,330.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,7,1'31.055,,18.605,26.071,22.192,24.187,332.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,8,1'31.313,,18.618,26.158,22.288,24.249,327.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,9,1'31.167,,18.636,26.023,22.283,24.225,334.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,10,1'31.569,,18.694,26.156,22.441,24.278,329.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,11,1'31.749,,18.625,26.197,22.527,24.4,325.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,12,1'31.552,,18.566,26.084,22.507,24.395,331.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,13,1'31.675,,18.602,26.17,22.472,24.431,334.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,14,1'31.603,,18.612,26.125,22.543,24.323,333.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,15,1'31.638,,18.562,26.183,22.43,24.463,334.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,16,1'31.777,,18.585,26.24,22.472,24.48,333.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,17,1'31.938,,18.628,26.267,22.526,24.517,331.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,18,1'32.138,,18.681,26.39,22.546,24.521,334.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,19,1'32.587,,18.731,26.352,22.572,24.932,332.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,20,1'32.517,,18.724,26.547,22.592,24.654,323.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,21,1'32.455,,18.808,26.314,22.734,24.599,333.3
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,22,1'32.702,,18.759,26.595,22.852,24.496,328.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,23,1'32.684,,18.867,26.545,22.723,24.549,329.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,24,1'33.346,,18.83,27.108,22.725,24.683,330.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,25,1'33.235,,18.916,26.732,22.869,24.718,329.2
49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,26,1'35.583,,19.323,27.888,23.024,25.348,308.5
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,1,1'33.900,,20.662,26.532,22.505,24.201,305.9
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,2,1'31.818,,18.588,26.43,22.623,24.177,323.3
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,3,1'31.088,,18.518,26.141,22.344,24.085,322.3
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,4,1'31.269,,18.572,26.188,22.353,24.156,321.4
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,5,1'31.722,,18.518,26.524,22.479,24.201,331.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,6,1'31.286,,18.536,26.29,22.354,24.106,329.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,7,1'31.282,,18.544,26.249,22.407,24.082,328.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,8,1'31.382,,18.515,26.229,22.312,24.326,332.3
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,9,1'31.326,,18.568,26.155,22.431,24.172,332.3
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,10,1'31.312,,18.514,26.157,22.387,24.254,334.3
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,11,1'31.619,,18.565,26.225,22.464,24.365,331.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,12,1'31.496,,18.531,26.264,22.285,24.416,330.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,13,1'31.555,,18.486,26.233,22.453,24.383,334.3
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,14,1'31.661,,18.628,26.281,22.393,24.359,331.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,15,1'31.714,,18.587,26.357,22.389,24.381,331.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,16,1'32.171,,18.535,26.581,22.67,24.385,331.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,17,1'32.006,,18.668,26.448,22.429,24.461,331.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,18,1'32.194,,18.598,26.401,22.641,24.554,333.3
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,19,1'32.112,,18.59,26.316,22.614,24.592,336.4
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,20,1'32.347,,18.667,26.487,22.629,24.564,334.3
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,21,1'32.511,,18.704,26.572,22.718,24.517,323.3
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,22,1'32.788,,18.793,26.66,22.841,24.494,327.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,23,1'32.919,,18.74,26.646,22.905,24.628,335.4
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,24,1'33.043,,18.825,26.679,22.894,24.645,326.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,25,1'33.437,,18.918,26.767,22.933,24.819,330.2
33,Brad BINDER,Red Bull KTM Factory Racing,Ktm,Soft,Medium,26,1'33.675,,18.946,26.829,22.873,25.027,325.3
21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,1,1'36.063,,21.046,27.57,22.975,24.472,293.4
21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,Ducati,Soft,Medium,2,1'32.061,,18.686,26.533,22.704,24.138,312.1
